MOLREGNO	CHEMBLID	SYNONYMS	MAX_PHASE	MOLWEIGHT	ALOGP	PSA	HBA	HBD	RO5	RTB	RO3	ACD_MOST_APKA	ACD_MOST_BPKA	ACD_LOGP	ACD_LOGD	AROMATIC_RINGS	HEAVY_ATOMS	QED_WEIGHTED	HBA_LIPINSKI	HBD_LIPINSKI	NUM_LIPINSKI_RO5_VIOLATIONS	MW_MONOISOTOPIC	MOLECULAR_SPECIES	FULL_MOLFORMULA	CANONICAL_SMILES
1239769	CHEMBL1899198		0	315.37	4.22	29.54	2	0	0	4	N			4.23	4.23	3	24	.68	3	0	0	315.1259	NEUTRAL	C21H17NO2	O=C1[C@@H](Oc2ccccc2)[C@H](N1c3ccccc3)c4ccccc4
1239877	CHEMBL1899306		0	382.39	3.08	108.64	5	0	0	4	N			3.08	3.08	3	27	.39	7	0	0	382.0623	NEUTRAL	C19H14N2O5S	[O-][N+](=O)c1ccccc1S(=O)(=O)N2[C@@H](CC2=O)c3ccc4ccccc4c3
1242454	CHEMBL1901883		0	554.62	3.76	218.27	10	1	1	8	N	9.66		2.71	2.71	4	37	.25	11	1	1	554.0501	NEUTRAL	C23H18N6O5S3	CC1=C(N2[C@H](SC1)[C@H](NC(=O)OCc3ccc4nsnc4c3)C2=O)C(=O)OCc5ccc6nsnc6c5
1245164	CHEMBL1904593		0	364.35	2.84	108.64	5	0	0	4	N			2.87	2.87	2	25	.47	7	0	0	364.0529	NEUTRAL	C16H13FN2O5S	C[C@@H]1[C@@H](N(C1=O)S(=O)(=O)c2ccc(cc2)[N+](=O)[O-])c3ccc(F)cc3
1246841	CHEMBL1906270		0	382.39	3.08	108.64	5	0	0	4	N			3.08	3.08	3	27	.39	7	0	0	382.0623	NEUTRAL	C19H14N2O5S	[O-][N+](=O)c1ccccc1S(=O)(=O)N2[C@H](CC2=O)c3ccc4ccccc4c3
1248345	CHEMBL1907794		0	421.47	-1.19	166.27	6	3	0	4	N	3.12	6.36	1.87	-1.6	2	28	.53	7	4	0	421.0566	ACID	C18H16FN3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3csc4cc(F)ccc34)C2=O)C(=O)O
1248346	CHEMBL1907795		0	421.47	-1.19	166.27	6	3	0	4	N	13.5		1.89	1.89	2	28	.53	7	4	0	421.0566	NEUTRAL	C18H16FN3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3csc4cccc(F)c34)C2=O)C(=O)O
1248347	CHEMBL1907796		0	421.47	-1.19	166.27	6	3	0	4	N	3.12	6.65	2.04	-1.34	2	28	.53	7	4	0	421.0566	ACID	C18H16FN3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3csc4c(F)cccc34)C2=O)C(=O)O
1248348	CHEMBL1907797		0	437.92	-.73	166.27	6	3	0	4	N	3.12	6.71	2.2	-1.15	2	28	.53	7	4	0	437.0271	ACID	C18H16ClN3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3csc4cc(Cl)ccc34)C2=O)C(=O)O
1248349	CHEMBL1907798		0	431.89	-.68	138.03	6	3	0	4	N		9.13	3.89	2.17	2	29	.55	7	4	0	431.0707	BASE	C20H18ClN3O4S	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3ccc4cc(Cl)ccc4c3)C2=O)C(=O)O
1248350	CHEMBL1907799		0	433.5	-1.41	175.49	7	3	0	5	N	3.12	6.65	2.2	-1.17	2	29	.49	8	4	0	433.0766	ACID	C19H19N3O5S2	COc1ccc2c(csc2c1)[C@@H](N)C(=O)NC3C4SCC(=C(N4C3=O)C(=O)O)C
1248351	CHEMBL1907800		0	431.89	-.68	138.03	6	3	0	4	N		.36	4.09	4.09	2	29	.55	7	4	0	431.0707	NEUTRAL	C20H18ClN3O4S	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3ccc4cccc(Cl)c4c3)C2=O)C(=O)O
1248352	CHEMBL1907801		0	397.45	-1.35	138.03	6	3	0	4	N	3.11	5.95	2.6	-.97	2	28	.55	7	4	0	397.1096	ACID	C20H19N3O4S	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3ccc4ccccc4c3)C2=O)C(=O)O
1248353	CHEMBL1907802		0	437.92	-.44	166.27	6	3	0	4	N	3.12	6.64	2.06	-1.32	2	28	.55	7	4	0	437.0271	ACID	C18H16ClN3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@@H](N)c3cc4c(Cl)cccc4s3)C2=O)C(=O)O
1248354	CHEMBL1907803		0	431.89	-.68	138.03	6	3	0	4	N	3.11	6.43	1.45	-2.02	2	29	.55	7	4	0	431.0707	ACID	C20H18ClN3O4S	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3cccc4ccc(Cl)cc34)C2=O)C(=O)O
1248355	CHEMBL1907804		0	407.51	-.92	166.27	6	3	0	4	N	3.12	6.84	1.53	-1.75	1	27	.55	7	4	0	407.0973	ACID	C18H21N3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@@H](N)c3cc4CCCCc4s3)C2=O)C(=O)O
1248356	CHEMBL1907805		0	397.45	-1.35	138.03	6	3	0	4	N		6.4	2.85	2.84	2	28	.55	7	4	0	397.1096	NEUTRAL	C20H19N3O4S	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3cccc4ccccc34)C2=O)C(=O)O
1248357	CHEMBL1907806		0	472.37	-.06	166.27	6	3	0	4	N	11.32		5.91	5.91	2	29	.53	7	4	0	470.9881	NEUTRAL	C18H15Cl2N3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3csc4cc(Cl)c(Cl)cc34)C2=O)C(=O)O
1248358	CHEMBL1907807		0	437.92	-.73	166.27	6	3	0	4	N	3.12	6.93	1.53	-1.71	2	28	.53	7	4	0	437.0271	ACID	C18H16ClN3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3csc4ccc(Cl)cc34)C2=O)C(=O)O
1248359	CHEMBL1907808		0	427.47	-1.36	147.26	7	3	0	5	N	3.12	6.54	1.5	-1.93	2	30	.5	8	4	0	427.1202	ACID	C21H21N3O5S	COc1ccc2cc(ccc2c1)[C@@H](N)C(=O)NC3C4SCC(=C(N4C3=O)C(=O)O)C
1248360	CHEMBL1907809		0	421.47	-1.19	166.27	6	3	0	4	N	3.11	6.07	2.12	-1.43	2	28	.53	7	4	0	421.0566	ACID	C18H16FN3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@H](N)c3csc4ccc(F)cc34)C2=O)C(=O)O
1248361	CHEMBL1907810		0	437.92	-.44	166.27	6	3	0	4	N	4.3		2.97	-.05	2	28	.55	7	4	0	437.0271	ACID	C18H16ClN3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@@H](N)c3cc4cc(Cl)ccc4s3)C2=O)C(=O)O
1248362	CHEMBL1907811		0	403.48	-1.1	166.27	6	3	0	4	N	10.12		3.82	3.82	2	27	.55	7	4	0	403.066	NEUTRAL	C18H17N3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@@H](N)c3cc4ccccc4s3)C2=O)C(=O)O
1248521	CHEMBL1907970		0	403.48	-1.39	166.27	6	3	0	4	N	3.12	6.97	1.75	-1.48	2	27	.53	7	4	0	403.066	ACID	C18H17N3O4S2	CC1=C(N2C(SC1)C(NC(=O)[C@@H](N)c3csc4ccccc34)C2=O)C(=O)O
1248695	CHEMBL1908324	Metampicillin	0	361.42	.21	124.36	6	2	0	5	N		7.72	8.71	8.21	1	25	.57	7	2	0	361.1096	NEUTRAL	C17H19N3O4S	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=C)c3ccccc3)C(=O)N2[C@H]1C(=O)O
1248725	CHEMBL1908354	Cefcanel	0	478.57	.89	211.55	9	3	0	7	N	4.5		1.59	-1.01	2	31	.38	9	3	0	478.0439	ACID	C19H18N4O5S3	Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)[C@H](O)c4ccccc4)C3=O)C(=O)O)s1
1248860	CHEMBL1908941		0	698.71	2.13	211.53	11	6	3	13	N		8.42	4.57	3.66	3	49	.11	13	6	2	698.1946	NEUTRAL	C34H35FN2O11S	CS(=O)(=O)NCC#Cc1ccc(cc1)N2[C@@H]([C@@H](CC[C@H](O)c3ccc(F)cc3)C2=O)c4ccc(O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(=O)O)cc4
1265223	CHEMBL1917753		0	419.6	3.54	123.51	7	0	0	14	N			5.44	5.44	0	27	.18	6	0	0	419.18	NEUTRAL	C19H33NO5S2	CCOC(=O)CN1C(C(OC)C1=O)C(CC)(CC)SSC(CC)(CC)C=O
1265224	CHEMBL1917754		0	145.18	-.1	71.47	3	1	0	2	N	13.34		-.33	-.33	0	9	.55	3	1	0	145.0197	NEUTRAL	C5H7NO2S	CC(=O)SC1CC(=O)N1
1265225	CHEMBL1917755		0	225.24	-.51	125.43	6	1	0	3	N	-.37		-1.27	-4.77	0	13	.51	6	1	0	224.9766	ACID	C5H7NO5S2	CC(=O)SC1CC(=O)N1S(=O)(=O)O
1265226	CHEMBL1917756		0	405.57	3.19	123.51	7	0	0	13	N			4.93	4.93	0	26	.2	6	0	0	405.1644	NEUTRAL	C18H31NO5S2	CCC(CC)(SSC(CC)(CC)C1C(OC)C(=O)N1CC(=O)OC)C=O
1265227	CHEMBL1917757		0	185.27	1.48	82.64	2	1	0	2	N	13.92		1.1	1.1	1	11	.71	2	1	0	184.9969	NEUTRAL	C7H7NOS2	O=C1CC(N1)Sc2cccs2
1265228	CHEMBL1917758		0	195.24	1.46	74.63	3	2	0	2	N	9.48		.84	.84	1	13	.7	3	2	0	195.0354	NEUTRAL	C9H9NO2S	Oc1ccc(SC2CC(=O)N2)cc1
1265229	CHEMBL1917759		0	211.3	2.06	93.2	3	2	0	2	N	6.17		1.88	.54	1	13	.58	2	1	0	211.0126	ACID	C9H9NOS2	Sc1ccc(SC2CC(=O)N2)cc1
1265230	CHEMBL1917760		0	275.3	1.04	128.58	6	2	0	3	N	-.25		-.73	-4.24	1	17	.63	6	2	0	274.9922	ACID	C9H9NO5S2	Oc1ccc(SC2CC(=O)N2S(=O)(=O)O)cc1
1265231	CHEMBL1917761		0	274.32	.54	134.38	6	2	0	3	N	-.32	4.01	-.89	-4.39	1	17	.47	6	3	0	274.0082	ACID	C9H10N2O4S2	Nc1ccc(SC2CC(=O)N2S(=O)(=O)O)cc1
1265235	CHEMBL1917765		0	259.3	1.29	108.35	5	1	0	3	N	-.29		.15	-3.35	1	16	.65	5	1	0	258.9973	ACID	C9H9NO4S2	OS(=O)(=O)N1C(CC1=O)Sc2ccccc2
1265236	CHEMBL1917766		0	307.43	1.14	106.44	6	0	0	8	N			3.31	3.31	0	19	.38	5	0	0	307.0912	NEUTRAL	C12H21NO4S2	CCOC(=O)CN1C(C(OC)C1=O)C(C)(C)SSC
1265237	CHEMBL1917767		0	265.33	1.07	136.6	5	1	0	3	N	-.28		-.64	-4.14	1	15	.64	5	1	0	264.9537	ACID	C7H7NO4S3	OS(=O)(=O)N1C(CC1=O)Sc2cccs2
1265238	CHEMBL1917768		0	179.24	1.7	54.4	2	1	0	2	Y	13.86		1.73	1.73	1	12	.7	2	1	0	179.0405	NEUTRAL	C9H9NOS	O=C1CC(N1)Sc2ccccc2
1265239	CHEMBL1917769		0	161.22	-.36	74.63	3	2	0	4	N			-.95	-.95	0	10	.44	3	2	0	161.051	NEUTRAL	C6H11NO2S	OCCCSC1CC(=O)N1
1265240	CHEMBL1917770		0	147.2	-.42	74.63	3	2	0	3	N			-.97	-.97	0	9	.53	3	2	0	147.0354	NEUTRAL	C5H9NO2S	OCCSC1CC(=O)N1
1265241	CHEMBL1917771		0	289.39	1.42	94.64	5	1	0	8	N	10.27		3.07	3.07	0	19	.41	5	0	0	289.1348	NEUTRAL	C13H23NO4S	CCOC(=O)CN1C(C(OC)C1=O)C(S)(CC)CC
1265242	CHEMBL1917772		0	194.25	.95	80.42	3	2	0	2	N		4.01	.69	.69	1	13	.54	3	3	0	194.0514	NEUTRAL	C9H10N2OS	Nc1ccc(SC2CC(=O)N2)cc1
1265243	CHEMBL1917773		0	291.37	1.65	147.16	6	2	0	3	N	-.29		.3	-4.02	1	17	.49	5	1	0	290.9694	ACID	C9H9NO4S3	OS(=O)(=O)N1C(CC1=O)Sc2ccc(S)cc2
1265244	CHEMBL1917774		0	203.3	1.21	74.63	3	2	0	5	N			.81	.81	0	13	.66	3	2	0	203.098	NEUTRAL	C9H17NO2S	CCC(CC)(CO)SC1CC(=O)N1
1269110	CHEMBL1928146	Monamphilectine A	0	425.61	3.44	72.98	2	1	0	5	N					0	31	.42	5	1	0	425.3042	NEUTRAL	C26H39N3O2	C[C@H]1C[C@@H](CC(C)(C)NC(=O)CN2CCC2=O)[C@H]3[C@@H]4[C@@H]1CC[C@H](C)[C@]4(CCC3=C)[N+]#[C-]
1269596	CHEMBL1928628		0	618.72	6.79	95.78	7	0	2	12	N			5.68	5.68	4	46	.1	9	0	1	618.2842	NEUTRAL	C37H38N4O5	COc1ccc(cc1)C(=O)\C=C\c2ccc(OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C6CCCCC6)C4=O)c(OC)c2
1269597	CHEMBL1928629		0	648.75	6.78	105.01	8	0	2	13	N			2.84	2.84	4	48	.09	10	0	1	648.2948	NEUTRAL	C38H40N4O6	COc1ccc(C(=O)\C=C\c2ccc(OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C6CCCCC6)C4=O)c(OC)c2)c(OC)c1
1269598	CHEMBL1928630		0	588.7	6.81	86.55	6	0	2	11	N			5.43	5.43	4	44	.11	8	0	1	588.2737	NEUTRAL	C36H36N4O4	COc1cc(\C=C\C(=O)c2ccccc2)ccc1OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C6CCCCC6)C4=O
1269599	CHEMBL1928631		0	626.7	7	95.78	7	0	2	12	N			7.37	7.37	5	47	.08	9	0	1	626.2529	NEUTRAL	C38H34N4O5	COc1ccc(cc1)C(=O)\C=C\c2ccc(OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C4=O)c6ccc(C)cc6)c(OC)c2
1269600	CHEMBL1926705		0	656.73	6.98	105.01	8	0	2	13	N			7.52	7.52	5	49	.08	10	0	1	656.2635	NEUTRAL	C39H36N4O6	COc1ccc(C(=O)\C=C\c2ccc(OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C4=O)c6ccc(C)cc6)c(OC)c2)c(OC)c1
1269601	CHEMBL1928632		0	596.67	7.01	86.55	6	0	2	11	N			7.27	7.27	5	45	.09	8	0	1	596.2424	NEUTRAL	C37H32N4O4	COc1cc(\C=C\C(=O)c2ccccc2)ccc1OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C4=O)c6ccc(C)cc6
1269602	CHEMBL1928633		0	588.7	6.81	86.55	6	0	2	11	N			6.25	6.25	4	44	.11	8	0	1	588.2737	NEUTRAL	C36H36N4O4	COc1ccc(\C=C\C(=O)c2ccc(OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C6CCCCC6)C4=O)cc2)cc1
1269603	CHEMBL1928634		0	588.7	6.81	86.55	6	0	2	11	N			7.7	7.7	4	44	.11	8	0	1	588.2737	NEUTRAL	C36H36N4O4	COc1ccccc1\C=C\C(=O)c2ccc(OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C6CCCCC6)C4=O)cc2
1269604	CHEMBL1928635		0	596.67	7.01	86.55	6	0	2	11	N			8.09	8.09	5	45	.09	8	0	1	596.2424	NEUTRAL	C37H32N4O4	COc1ccc(\C=C\C(=O)c2ccc(OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C4=O)c6ccc(C)cc6)cc2)cc1
1269605	CHEMBL1928636		0	596.67	7.01	86.55	6	0	2	11	N			3.96	3.96	5	45	.09	8	0	1	596.2424	NEUTRAL	C37H32N4O4	COc1ccccc1\C=C\C(=O)c2ccc(OCc3cn(nn3)C4C(\C=C\c5ccccc5)N(C4=O)c6ccc(C)cc6)cc2
1269606	CHEMBL1928637		0	486.56	4.7	86.55	6	0	0	9	N	4.7	1.49	4.4	1.74	3	36	.32	8	0	0	486.2267	ACID	C28H30N4O4	COc1cc(C=O)ccc1OCc2cn(nn2)C3C(\C=C\c4ccccc4)N(C5CCCCC5)C3=O
1269607	CHEMBL1928638		0	494.54	4.9	86.55	6	0	0	9	N			5.8	5.8	4	37	.24	8	0	0	494.1954	NEUTRAL	C29H26N4O4	COc1cc(C=O)ccc1OCc2cn(nn2)C3C(\C=C\c4ccccc4)N(C3=O)c5ccc(C)cc5
1272009	CHEMBL1934539		0	521.01	5.56	75.94	5	1	2	7	N			3.91	3.91	5	38	.28	7	1	1	520.1778	NEUTRAL	C30H25ClN6O	Cc1ccc(cc1)N2[C@H](\C=C\c3ccccc3)[C@H](NCc4cn(nn4)c5ccnc6cc(Cl)ccc56)C2=O
1272010	CHEMBL1934540		0	506.99	5.07	75.94	5	1	2	7	N		8.49	6.29	5.21	5	37	.31	7	1	1	506.1622	NEUTRAL	C29H23ClN6O	Clc1ccc2c(ccnc2c1)n3cc(CN[C@H]4[C@@H](\C=C\c5ccccc5)N(C4=O)c6ccccc6)nn3
1272011	CHEMBL1934541		0	524.98	5.27	75.94	5	1	2	7	N	12.73		-1.04	-1.04	5	38	.29	7	1	1	524.1528	NEUTRAL	C29H22ClFN6O	Fc1ccc(cc1)N2[C@H](\C=C\c3ccccc3)[C@H](NCc4cn(nn4)c5ccnc6cc(Cl)ccc56)C2=O
1272012	CHEMBL1934542		0	513.03	5.35	75.94	5	1	2	7	N		3.89	3.92	3.92	4	37	.34	7	1	1	512.2091	NEUTRAL	C29H29ClN6O	Clc1ccc2c(ccnc2c1)n3cc(CN[C@H]4[C@@H](\C=C\c5ccccc5)N(C6CCCCC6)C4=O)nn3
1272013	CHEMBL1934543		0	521.01	5.08	75.94	5	1	2	8	N		2.88	7.13	7.13	5	38	.29	7	1	1	520.1778	NEUTRAL	C30H25ClN6O	Clc1ccc2c(ccnc2c1)n3cc(CN[C@H]4[C@@H](\C=C\c5ccccc5)N(Cc6ccccc6)C4=O)nn3
1272014	CHEMBL1934544		0	763.68	8.5	110.75	8	0	2	10	N		8.54	6.3	5.16	8	55	.13	11	0	2	762.2138	BASE	C42H32Cl2N10O	Cc1ccc(cc1)N2[C@H](\C=C\c3ccccc3)[C@H](N(Cc4cn(nn4)c5ccnc6cc(Cl)ccc56)Cc7cn(nn7)c8ccnc9cc(Cl)ccc89)C2=O
1272015	CHEMBL1934545		0	749.65	8.01	110.75	8	0	2	10	N		2.79	6.19	6.18	8	54	.13	11	0	2	748.1981	NEUTRAL	C41H30Cl2N10O	Clc1ccc2c(ccnc2c1)n3cc(CN(Cc4cn(nn4)c5ccnc6cc(Cl)ccc56)[C@H]7[C@@H](\C=C\c8ccccc8)N(C7=O)c9ccccc9)nn3
1272016	CHEMBL1934546		0	767.64	8.22	110.75	8	0	2	10	N			6.75	6.75	8	55	.13	11	0	2	766.1887	NEUTRAL	C41H29Cl2FN10O	Fc1ccc(cc1)N2[C@H](\C=C\c3ccccc3)[C@H](N(Cc4cn(nn4)c5ccnc6cc(Cl)ccc56)Cc7cn(nn7)c8ccnc9cc(Cl)ccc89)C2=O
1272017	CHEMBL1934547		0	755.7	8.29	110.75	8	0	2	10	N		2.86	4.34	4.34	7	54	.13	11	0	2	754.2451	NEUTRAL	C41H36Cl2N10O	Clc1ccc2c(ccnc2c1)n3cc(CN(Cc4cn(nn4)c5ccnc6cc(Cl)ccc56)[C@H]7[C@@H](\C=C\c8ccccc8)N(C9CCCCC9)C7=O)nn3
1272018	CHEMBL1934548		0	763.68	8.02	110.75	8	0	2	11	N	4.2	1.67	5.22	2.13	8	55	.12	11	0	2	762.2138	ACID	C42H32Cl2N10O	Clc1ccc2c(ccnc2c1)n3cc(CN(Cc4cn(nn4)c5ccnc6cc(Cl)ccc56)[C@H]7[C@@H](\C=C\c8ccccc8)N(Cc9ccccc9)C7=O)nn3
1275442	CHEMBL1940586		0	829.77	5.23	102.49	6	1	2	11	N		9.27	4.72	3.18	3	53	.21	10	1	1	829.27	BASE	C42H48IN5O5	C[C@@H](NC(=O)[C@@H](CC(=O)N1CCC(CC1)N2CCCCC2)N3[C@H](\C=C\c4cccc(I)c4)[C@H](N5[C@H](COC5=O)c6ccccc6)C3=O)c7ccccc7
1275443	CHEMBL1940587		0	721.86	4.86	102.49	6	1	1	11	N		9.27	3.79	2.26	3	53	.28	10	1	0	721.3639	BASE	C42H48FN5O5	C[C@@H](NC(=O)[C@@H](CC(=O)N1CCC(CC1)N2CCCCC2)N3[C@H](\C=C\c4cccc(F)c4)[C@H](N5[C@H](COC5=O)c6ccccc6)C3=O)c7ccccc7
1275444	CHEMBL1940588		0	717.9	5.14	102.49	6	1	2	11	N		9.27	4.27	2.73	3	53	.28	10	1	1	717.389	BASE	C43H51N5O5	C[C@@H](NC(=O)[C@@H](CC(=O)N1CCC(CC1)N2CCCCC2)N3[C@H](\C=C\c4cccc(C)c4)[C@H](N5[C@H](COC5=O)c6ccccc6)C3=O)c7ccccc7
1275957	CHEMBL1941096		0	1311.67																		1310.6589		C78H94N4O12S	CCN1C=C(C(=O)OCCCOc2c3Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc2cc(c3)C(C)(C)C)c6O)C(C)(C)C)c5OCCCOC(=O)[C@@H]7N8[C@H](SC7(C)C)[C@H](NC(=O)COc9ccccc9)C8=O)C(C)(C)C)c4O)C(C)(C)C)C(=O)c%10ccc(C)nc1%10
1275959	CHEMBL1941098		0	1429.82																		1428.6677		C82H100N4O14S2	CC(C)(C)c1cc2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc(c1)c2O)c5OCCCOC(=O)[C@@H]6N7[C@H](SC6(C)C)[C@H](NC(=O)COc8ccccc8)C7=O)C(C)(C)C)c4O)C(C)(C)C)c3OCCCOC(=O)[C@@H]9N%10[C@H](SC9(C)C)[C@H](NC(=O)COc%11ccccc%11)C%10=O)C(C)(C)C
1285630	CHEMBL1964339		0	373.79	1.39	98.74	4	3	0	4	N			3.36	3.36	2	26	.56	7	3	0	373.0829		C18H16ClN3O4	CC(=O)Nc1ccc(cc1)C(=O)NN2C(C(Cl)C2=O)c3ccccc3O
1286015	CHEMBL1964724		0	505.52	2.67	126.43	7	3	1	9	N	10.22	7.67	3.88	3.43	3	37	.38	10	3	0	505.1849	NEUTRAL	C27H27N3O7	CCOc1cc(NC(=O)C)ccc1C(=O)NN2C(C(Oc3ccccc3)C2=O)c4ccc(O)c(OC)c4
1286254	CHEMBL1964963		0	518.6	3.71	146.32	6	1	1	9	N	13.34	1.71	2.65	2.65	3	36	.26	7	1	0	518.097	NEUTRAL	C27H22N2O5S2	O=CC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3cccs3)C2=O)C(=O)OC(c4ccccc4)c5ccccc5
1286580	CHEMBL1965289		0	342.43	4.11	32.34	2	1	0	6	N	8.63				3	26	.68	3	1	0	342.1732	NEUTRAL	C23H22N2O	O=C1NC(C1N(Cc2ccccc2)Cc3ccccc3)c4ccccc4
1286649	CHEMBL1965358		0	322.75	3.71	42.43	3	0	0	0	N	7.83		-1.98	-2.19	3	23	.47	4	0	0	322.0509	NEUTRAL	C18H11ClN2O2	Cl[C@@H]1[C@@H]2N(C1=O)c3ccccc3Oc4nc5ccccc5cc24
1286935	CHEMBL1965644		0	330.77	2.3	69.64	3	2	0	4	N		1.04	5.77	5.77	2	23	.67	5	2	0	330.0771	NEUTRAL	C17H15ClN2O3	Oc1ccccc1C2C(Cl)C(=O)N2NC(=O)Cc3ccccc3
1287025	CHEMBL1965734		0	579.68	5.48	74.3	6	0	2	16	N			6.38		4	43	.13	7	0	1	579.2621		C36H37NO6	C[C@@H](N1[C@H]([C@H](COC(=O)COCc2ccccc2)OCc3ccccc3)[C@H](OCc4ccccc4)C1=O)c5ccccc5
1287199	CHEMBL1965908		0	524.68	.41	196.11	9	3	1	6	N			3.46	3.46	1	34	.35	9	3	0	524.1222	NEUTRAL	C22H28N4O5S3	CC(C)N1CN(CSC1=S)[C@@H](C(=O)N[C@H]2C3SC(C)(C)C(N3C2=O)C(=O)O)c4ccc(O)cc4
1287385	CHEMBL1966094		0	374.88	3.58	74.71	3	1	0	5	N	5.21		5.24	1.84	2	25	.49	4	1	0	374.0856	ACID	C19H19ClN2O2S	CCC(=O)Nc1ccc(cc1)N2C(C(Cl)C2=O)c3ccc(SC)cc3
1287475	CHEMBL1966184		0	403.82	1.37	107.97	5	3	0	5	N		5.08	3.87	3.87	2	28	.52	8	3	0	403.0935	NEUTRAL	C19H18ClN3O5	COc1cc(ccc1O)C2C(Cl)C(=O)N2NC(=O)c3ccc(NC(=O)C)cc3
1287569	CHEMBL1966278		0	452.69	2.14	98.74	4	3	0	4	N	11.86	10.93	2.58	.52	2	27	.49	7	3	0	450.9934	BASE	C18H15BrClN3O4	CC(=O)Nc1ccc(cc1)C(=O)NN2C(C(Cl)C2=O)c3cc(Br)ccc3O
1289410	CHEMBL1968119		0	360.19	3.09	52.98	3	0	0	2	N	9.21		3.71		2	24	.61	5	0	0	359.0228	NEUTRAL	C17H11Cl2N3O2	ClC1C(N(N2C=Nc3ccccc3C2=O)C1=O)c4ccccc4Cl
1289466	CHEMBL1968175		0	231.25	-.92	73.86	5	1	0	6	N			3.8	3.8	0	16	.36	6	1	0	231.1107		C10H17NO5	COC(=O)CC1NC(=O)C1C(C)(OC)OC
1570697	CHEMBL2403100		0	562.7	4.06	125.63	5	4	1	15	N			.18	.18	2	41	.24	9	4	0	562.3155		C32H42N4O5	CC[C@H](C)[C@H]1[C@@H](NC1=O)C(=O)N[C@H]2C[C@H]2C[C@@H](CCc3ccccc3)NC(=O)[C@H](C)NC(=O)OCc4ccccc4
1574074	CHEMBL2409649		0	586.55	-1.01	307.76	14	7	3	10	N	9.98		3.73	3.73	2	39	.06	17	8	2	586.0788	NEUTRAL	C20H22N6O11S2	CC(C)(O\N=C(/C(=O)N[C@H]1[C@@H](CNC(=O)c2cccc(O)c2O)N(C1=O)S(=O)(=O)O)\c3csc(N)n3)C(=O)O
1574075	CHEMBL2409650		0	587.54	-3.32	316.63	15	7	3	10	N		5.09	3.77	3.77	1	39	.06	18	8	2	587.074	NEUTRAL	C19H21N7O11S2	CC(C)(O\N=C(/C(=O)N[C@H]1[C@@H](CNC(=O)C2=C(O)C(=O)C=CN2)N(C1=O)S(=O)(=O)O)\c3csc(N)n3)C(=O)O
1574076	CHEMBL2409651		0	589.56	-4.57	328.82	15	8	3	11	N	1.82	6.98	3.05	-.69	1	39	.04	19	10	2	589.1009	ACID	C18H23N9O10S2	NCCO\N=C(/C(=O)N[C@H]1[C@@H](CNC(=O)NCC2=CC(=O)C(=CN2O)O)N(C1=O)S(=O)(=O)O)\c3csc(N)n3
1574077	CHEMBL2409652		0	587.54	-3.32	316.63	15	7	3	10	N	13.01		1.39	1.39	1	39	.06	18	8	2	587.074	NEUTRAL	C19H21N7O11S2	CC(C)(O\N=C(/C(=O)N[C@H]1[C@@H](CNC(=O)C2=CC(=O)C(=CN2)O)N(C1=O)S(=O)(=O)O)\c3csc(N)n3)C(=O)O
1574079	CHEMBL2409654		0	617.57	-3.34	317.07	16	6	3	11	N	13.01		-.04	-.04	1	41	.06	19	7	2	617.0846	NEUTRAL	C20H23N7O12S2	CON1C=C(O)C(=O)C=C1C(=O)NC[C@@H]2[C@H](NC(=O)\C(=N/OC(C)(C)C(=O)O)\c3csc(N)n3)C(=O)N2S(=O)(=O)O
