SMILES,MUTATED,REACTION,DESCRIPTION
*c1n[nH]c2ncsc12,*c1n[nH]c2nc[nH]c12,"[o,s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;+:3]>>[c:1]([c:2])[n;+0:3]","aromatic oxygen or sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen in ring with a charge"
c1cc2onnc2cn1,c1cc2oncc2cn1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2onnc2cn1,c1ccc2onnc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1ccc2onnc2c1,c1cc2nnoc2cn1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1n[nH]c2ccsc12,*c1n[nH]c2cnsc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1noc2ncsc12,*c1noc2nc[nH]c12,"[o,s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;+:3]>>[c:1]([c:2])[n;+0:3]","aromatic oxygen or sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen in ring with a charge"
c1nnc2[nH]ccc2n1,c1nnc2[nH]ncc2n1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2cc[nH]c2cn1,c1cc2cn[nH]c2cn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2snnc2cn1,c1nncc2snnc12,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2snnc2cn1,c1cc2sncc2cn1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2snnc2cn1,c1ccc2snnc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cnc2snnc2n1,c1nnc2snnc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cnc2snnc2n1,c1cnc2snnc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1n[nH]c2oncc12,*c1n[nH]c2onnc12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1n[nH]c2oncc12,*c1noc2oncc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1n[nH]c2oncc12,*c1nsc2oncc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*c1coc2cn[nH]c12,*c1noc2cn[nH]c12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1coc2cn[nH]c12,*c1coc2nn[nH]c12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2sncc2nn1,c1nsc2cnnnc12,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2csnc2nn1,c1nnnc2nscc12,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2csnc2nn1,c1nnc2nscc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2csnc2nn1,c1cc2cscc2nn1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2csnc2nn1,c1cnc2nscc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2cnncc2s1,c1nncc2sncc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1ccon1,*c1cnon1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1ccon1,*c1ncon1,"[n;x2;r5;h1;!+;!-;!$(*[o,s]):1]>>[o:1],[s:1]","aromatic nitrogen in 5 membered ring, 1H, no charge, not next to sulfur or oxygen"
*c1ccon1,*c1ccoc1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2ccsc2cn1,c1cc2cnsc2cn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1cnc2nsnc2c1,c1cnc2csnc2c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1coc2[nH]ncc12,*c1noc2[nH]ncc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1coc2[nH]ncc12,*c1coc2oncc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1nnnc2nscc12,c1nnnc2cscc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nnnc2nscc12,c1ncc2csnc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1ccc2[nH]ncc2c1,c1ccc2sncc2c1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1ccc2snnc2c1,c1cc2nnsc2cn1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ncn2cc[nH]c12,*c1ncn2ccsc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1nnc2nnoc2n1,c1nnc2cnoc2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1noc2cnsc12,*c1noc2nnsc12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2ccoc2nn1,c1cc2cnoc2nn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1cc2ccoc2cn1,c1cc2cnoc2cn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1nsc2cnsc12,*c1nsc2nnsc12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1noc2cn[nH]c12,*c1noc2nn[nH]c12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1nsc2sncc12,*c1nsc2snnc12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2cocc2nn1,c1nnnc2cocc12,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2cocc2nn1,c1nnc2cocc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2cocc2nn1,c1cc2cocc2cn1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2cocc2nn1,c1cnc2cocc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2cocc2nn1,c1cc2c[nH]cc2nn1,"[o;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[s:1]","aromatic oxygen in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
*c1coc2nnsc12,*c1c[nH]c2nnsc12,"[o;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[s:1]","aromatic oxygen in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
*c1coc2nnsc12,*c1csc2nnsc12,"[s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[o:1]([c:2])[n:3]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
c1ncc2nscc2n1,c1snc2cnnnc12,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1ncc2nscc2n1,c1ncc2cscc2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nnc2onnc2n1,c1nnc2oncc2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2nnsc2cn1,c1ncc2snnc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2nnsc2cn1,c1cc2nnsc2nn1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1noc2nn[nH]c12,*c1noc2nnoc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1cccs1,*c1ccns1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1cccs1,*c1cncs1,"[n;x2;r5;h1;!+;!-;!$(*[o,s]):1]>>[o:1],[s:1]","aromatic nitrogen in 5 membered ring, 1H, no charge, not next to sulfur or oxygen"
c1ccc2nonc2c1,c1ccc2nocc2c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2c[nH]cc2nn1,c1cc2n[nH]cc2nn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2c[nH]cc2nn1,c1cc2c[nH]nc2nn1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2c[nH]cc2nn1,c1nnnc2c[nH]cc12,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2c[nH]cc2nn1,c1nnc2c[nH]cc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2c[nH]cc2nn1,c1cc2c[nH]cc2cn1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2c[nH]cc2nn1,c1cnc2c[nH]cc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1onc2cnnnc12,c1ncc2nocc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1onc2cnnnc12,c1nncc2nocc12,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2[nH]ccn2n1,c1cn2nncc2[nH]1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2[nH]ccn2n1,c1cc2[nH]cnn2n1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2[nH]ccn2n1,c1cc2[nH]ncn2n1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2[nH]ccn2n1,c1nc2[nH]ccn2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2[nH]ccn2n1,c1cc2occn2n1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1cc2[nH]ccn2n1,c1cc2sccn2n1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1cc2[nH]ccn2n1,c1cc2[nH]ccn2c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cnc2csnc2c1,c1cnc2nscc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cnc2csnc2c1,c1cnc2cscc2c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2occn2n1,c1cc2oncn2n1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1cc2occn2n1,c1cn2nncc2o1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2occn2n1,c1cc2ocnn2n1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2occn2n1,c1nc2occn2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2occn2n1,c1cc2occn2c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2[nH]cnn2n1,c1cc2[nH]nnn2n1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1cc2[nH]cnn2n1,c1nn2nncc2[nH]1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2[nH]cnn2n1,c1nc2[nH]cnn2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2[nH]cnn2n1,c1cc2scnn2n1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1cc2[nH]cnn2n1,c1cc2[nH]cnn2c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2nscc2nn1,c1nnc2csnc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccccc2c1*,*c1ncc2ccccc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccccc2c1*,*c1cnc2ccccc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccccc2c1*,*c1ccc2ncccc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccccc2c1*,*c1ccc2cnccc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccccc2c1*,*c1ccc2ccncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccccc2c1*,*c1ccc2cccnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2oncn2n1,c1nnn2cnoc12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2oncn2n1,c1nc2oncn2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2oncn2n1,c1cc2oncn2c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1csc2sncc12,*c1c[nH]c2sncc12,"[o,s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;+:3]>>[c:1]([c:2])[n;+0:3]","aromatic oxygen or sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen in ring with a charge"
c1nc2occn2n1,c1cn2nnnc2o1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1nc2occn2n1,c1nc2ocnn2n1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1nc2occn2n1,c1cn2ccoc2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nc2occn2n1,c1nc2sccn2n1,"[s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[o:1]([c:2])[n:3]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
c1nnc2nonc2n1,c1nnc2nocc2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nnc2nonc2n1,c1ncc2nonc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1nnnc2c[nH]cc12,c1nnnc2n[nH]cc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1nnnc2c[nH]cc12,c1[nH]nc2cnnnc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1nnnc2c[nH]cc12,c1ncc2c[nH]cc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1nnnc2c[nH]cc12,c1nncc2c[nH]cc12,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1nnn2cnoc12,c1noc2nnnn12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1nnn2cnoc12,c1ncn2cnoc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nncc2[nH]nnc12,c1nncc2[nH]ncc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nncc2[nH]nnc12,c1cc2nn[nH]c2cn1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cnc2cnsc2c1,c1ncc2sncc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1ncc2cscc2n1,c1nnc2cscc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1ncc2cscc2n1,c1ncc2cocc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
*c1n[nH]c2[nH]ncc12,*c1n[nH]c2[nH]nnc12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1n[nH]c2[nH]ncc12,*c1n[nH]c2sncc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*n1cccn1,*n1nccn1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*n1cccn1,*n1ccnn1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*n1cccn1,*n1cncn1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
